"snippet","data_ref","x","y","bar","bar_moment"
"d''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:59:6:7",378.655,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:59:11:12",381.35,12.736,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:59:16:17",385.419,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:59:20:21",389.548,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:60:1:2",393.739,12.736,18.0,"17"
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:60:8:9",402.688,12.736,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:60:13:14",407.176,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:60:17:18",411.074,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:61:1:2",415.265,12.736,19.0,"18"
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:61:5:6",418.156,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:61:10:11",425.153,12.736,"",""
"e''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:61:15:16",429.393,12.736,"",""
"d''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:61:20:21",433.693,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:61:25:26",437.548,12.736,"",""
"b'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:61:29:30",441.609,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM084_JikaAdaYangBerkata/GPM084_JikaAdaYangBerkata_ly_data.ily:62:1:2",445.8,12.736,20.0,"19"
