"snippet","data_ref","x","y","bar","bar_moment"
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:10:11",256.957,12.736,21.0,"61/4"
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:16:17",259.884,12.736,"",""
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:22:23",264.278,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:28:29",269.124,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:34:35",273.261,12.736,22.0,"16"
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:38:39",276.246,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:42:43",280.537,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:48:49",285.226,12.736,23.0,"67/4"
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:52:53",288.153,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:56:57",291.08,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:50:62:63",295.769,12.736,24.0,"35/2"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:4:5",301.344,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:10:11",306.033,12.736,25.0,"73/4"
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:15:16",308.96,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:20:21",311.887,12.736,"",""
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:25:26",315.598,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:33:34",319.389,12.736,26.0,"19"
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:37:38",323.176,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:41:42",326.921,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:47:48",331.61,12.736,27.0,"79/4"
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:51:52",335.371,12.736,"",""
"c''","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:57:58",338.8,12.736,"",""
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:51:64:65",343.489,12.736,28.0,"41/2"
"bes'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:4:5",349.064,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:12:13",353.753,12.736,29.0,"85/4"
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:16:17",357.455,12.736,"",""
"a'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:20:21",361.61,12.736,"",""
"g'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:26:27",366.298,12.736,30.0,"22"
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:30:31",370.034,12.736,"",""
"e'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:34:35",373.685,12.736,"",""
"f'","D:/Materi/Semester8/Skripsi2/tugas_akhir/data/nyanyianGPM/GPM282_SelaluKuRasakan/GPM282_SelaluKuRasakan_ly_data.ily:52:74:75",378.374,12.736,31.0,"91/4"
